"waterBodyId","waterBodyName","studyId","studyName","studyDates","parameterId","parameterType","parameterName","parameterUnit","parameterLimit","parameterLimitText","v","vText","k","point"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",22,"Físicoquimico","Sólidos sedimentables","mililitros por litro",0.1,"<0.1",0.1,"<0.1","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",22,"Físicoquimico","Sólidos sedimentables","mililitros por litro",0.1,"<0.1",0.1,"<0.1","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",22,"Físicoquimico","Sólidos sedimentables","mililitros por litro",0.1,"<0.1",2.3,"2.3","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",22,"Físicoquimico","Sólidos sedimentables","mililitros por litro",0.1,"<0.1",0.1,"<0.1","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",22,"Físicoquimico","Sólidos sedimentables","mililitros por litro",0.1,"<0.1",0.1,"<0.1","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",22,"Físicoquimico","Sólidos sedimentables","mililitros por litro",0.1,"<0.1",0.3,"0.3","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",22,"Físicoquimico","Sólidos sedimentables","mililitros por litro",0.1,"<0.1",0.1,"<0.1","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",22,"Físicoquimico","Sólidos sedimentables","mililitros por litro",0.1,"<0.1",0.1,"<0.1","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",694,"694","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",706,"706","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",928,"928","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",684,"684","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",862,"862","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",871,"871","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",860,"860","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",1192,"1192","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",943,"943","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",848,"848","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",848,"848","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",709,"709","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",55,"Físicoquimico","Sólidos totales","sin unidad",30,"<30",381,"381","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",19,"19","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",7,"<7","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",100,"100","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",19,"19","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",7,"<7","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",9,"9","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",7,"<7","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",89,"89","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",13,"13","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",27,"27","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",33,"33","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",10,"10","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",20,"Físicoquimico","Sólidos suspendidos totales","miligramos por litro",7,"<7",9,"9","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",104.25,"104.25","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",109.56,"109.56","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",117.09,"117.09","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",96.98,"96.98","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",158.67,"158.67","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",118.23,"118.23","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",119.86,"119.86","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",180.98,"180.98","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",124.25,"124.25","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",121.18,"121.18","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",144.78,"144.78","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",119.97,"119.97","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",14,"Físicoquimico","Sulfatos","miligramos por litro",2.95,"<2.95",57.84,"57.84","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",4.74,"4.74","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",2.56,"2.56","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",14.54,"14.54","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",6.54,"6.54","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",15.08,"15.08","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",11.4,"11.40","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",3.04,"3.04","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",1.12,"1.12","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",0.1,"<0.10","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",0.9,"0.90","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",0.98,"0.98","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",0.1,"<0.10","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",23,"Físicoquimico","Sulfuros","miligramos por litro",0.1,"<0.1",0.1,"<0.10","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",22,"22","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",26,"26","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",22,"22","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",22,"22","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",24,"24","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",23,"23","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",23,"23","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",27,"27","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",20,"20","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",27,"27","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",32,"32","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",25,"25","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",46,"Físicoquimico","Temperatura ambiente","grados celsius",0,"--",33,"33","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",22,"22","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",21,"21","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",22,"22","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",21,"21","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",19,"19","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",21,"21","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",21,"21","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",24,"24","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",21,"21","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",24,"24","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",26,"26","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",25,"25","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",1,"Físicoquimico","Temperatura","grados celsius",0,"--",29,"29","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",34,"34.00","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",40,"40.00","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",50,"50.00","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",50,"50.00","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",70,"70.00","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",65,"65.00","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",4.7,"4.70","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",170,"170.00","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",3.6,"3.60","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",10,"10.00","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",8.55,"8.55","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",4.65,"4.65","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",5,"Físicoquimico","Turbiedad","unidades nefelométricas de turbidez",1,"<1.00",4,"4.00","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",2.025,"2.0250","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",0.411,"0.4110","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",1.55,"1.5500","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",1.035,"1.0350","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",1.005,"1.0050","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",0.433,"0.4330","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",0.63,"0.6300","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",1.925,"1.9250","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",0.535,"0.5350","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",0.254,"0.2540","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",1.05,"1.0500","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",1.435,"1.4350","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",24,"Metal pesado","Aluminio","miligramos por litro",0.01,"<0.0100",2.47,"2.4700","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0138,"0.0138","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0129,"0.0129","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0099,"0.0099","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0122,"0.0122","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0146,"0.0146","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0087,"0.0087","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0081,"0.0081","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0099,"0.0099","AA-02","El Muelle"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0066,"0.0066","RS-06","Matatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0064,"0.0064","RS-07","Paso de Gpe."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0102,"0.0102","RS-08","Cristóbal de la B."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0126,"0.0126","RS-09","Camino Salvador"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",25,"Metal pesado","Arsénico","miligramos por litro",0.0025,"<0.0025",0.0169,"0.0169","RS-10","Paso La Yesca"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",26,"Metal pesado","Bario","miligramos por litro",0.005,"<0.0050",0.209,"0.2090","RS-01","Ocotlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",26,"Metal pesado","Bario","miligramos por litro",0.005,"<0.0050",0.219,"0.2190","RS-02","Presa Corona"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",26,"Metal pesado","Bario","miligramos por litro",0.005,"<0.0050",0.164,"0.1640","AA-01","Carr. Chapala"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",26,"Metal pesado","Bario","miligramos por litro",0.005,"<0.0050",0.188,"0.1880","RZ-01","Río Zula"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",26,"Metal pesado","Bario","miligramos por litro",0.005,"<0.0050",0.181,"0.1810","RS-03","Ex-hacienda Zap."
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",26,"Metal pesado","Bario","miligramos por litro",0.005,"<0.0050",0.211,"0.2110","RS-04","Salto-Juanacatlán"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",26,"Metal pesado","Bario","miligramos por litro",0.005,"<0.0050",0.144,"0.1440","RS-05","Puente Grande"
1,"Río Santiago",628,"2020-05-06","6, 11, 12, 13, 19 y 20 de mayo de 2020",26,"Metal pesado","Bario","miligramos por litro",0.005,"<0.0050",0.174,"0.1740","AA-02","El Muelle"
